"PID","Q26_First.Click","Q26_Last.Click","Q26_Page.Submit","Q26_Click.Count","Q28_First.Click","Q28_Last.Click","Q28_Page.Submit","Q28_Click.Count","attCheck1","attCheck2","BZSH_1","BZSH_2","BZSH_3","BZSH_4","BZSH_5","BZSH_6","BZSH_7","spend_1","spend_2","spend_3","spend_4","spend_5","PANAS_1","PANAS_2","PANAS_3","PANAS_4","PANAS_5","PANAS_6","PANAS_7","PANAS_8","PANAS_9","PANAS_10","PANAS_11","PANAS_12","PANAS_13","PANAS_14","PANAS_15","PANAS_16","PANAS_17","PANAS_18","PANAS_19","PANAS_20","PANAS_21","subjHap_1","subjHap_2","subjHap_3","subjHap_4","ideo_general","ideo_social","ideo_economic","dob","gender","gender_3_TEXT","race","race_5_TEXT","edu","income","feedback","condition","age","passCheck","BZSH_5R","BZSH_6R","subjHap_4R","BZSH","PANASpos","PANASneg","subjHap","ideo","totalDonation","donated"
437,NA,NA,NA,NA,89.673,100.945,177.266,8,3,1,5,3,4,5,2,2,2,0,0,50,50,0,3,1,2,1,4,1,1,1,3,3,1,3,1,3,1,3,4,1,1,1,3,4,3,3,5,4,3,5,1967,"man","","white","",4,12,"",2,53,1,6,6,3,4.42857142857143,2.90909090909091,1,3.25,4,100,1
438,NA,NA,NA,NA,3.016,254.472,255.076,27,3,1,4,4,6,4,3,5,6,0,0,0,0,100,4,1,5,1,4,1,1,1,4,5,1,5,1,4,1,5,4,1,3,1,5,5,6,5,6,2,2,2,1998,"woman","","asian","",2,4,"",2,22,1,5,3,2,4.57142857142857,4.36363636363636,1,4.5,2,0,0
439,90.638,138.786,142.767,9,NA,NA,NA,NA,2,2,2,6,2,6,5,5,4,15,50,15,20,0,4,2,1,1,2,1,1,1,3,2,1,5,1,3,1,3,4,1,2,1,2,3,2,3,5,3,2,4,1986,"man","","white","",4,8,"",1,34,1,3,3,3,3.71428571428571,2.81818181818182,1.1,2.75,3,100,1
440,NA,NA,NA,NA,4.178,141.631,143.767,32,3,1,1,2,2,5,7,6,2,0,0,0,0,100,4,1,3,1,3,1,1,1,4,3,1,4,1,3,1,3,4,1,2,1,4,6,6,7,1,1,1,1,1983,"woman","","white","",4,3,"",2,37,1,1,2,7,2.14285714285714,3.36363636363636,1,6.5,1,0,0
441,46.812,143.196,144.892,6,NA,NA,NA,NA,2,1,1,2,2,4,5,6,5,25,50,25,0,0,4,1,2,1,4,1,1,1,2,2,1,4,1,2,1,3,4,1,3,1,2,4,3,4,5,3,2,3,1965,"man","","white","",4,4,"",1,55,1,3,2,3,2.71428571428571,2.90909090909091,1,3.5,2.66666666666667,100,1
442,3.713,138.564,146.413,134,NA,NA,NA,NA,2,1,5,2,3,6,5,5,6,0,0,0,0,100,4,2,2,2,2,2,2,1,2,1,3,2,1,3,3,3,2,2,2,3,2,3,1,3,5,5,4,4,1992,"woman","","other","Multiracial",2,8,"",1,28,1,3,3,3,4,2.27272727272727,2.1,2.5,4.33333333333333,0,0
443,NA,NA,NA,NA,233.212,233.212,256.074,1,3,1,1,1,1,5,7,7,1,0,0,0,0,100,4,1,1,1,4,1,1,1,1,2,1,4,1,4,1,5,4,1,4,1,5,6,4,6,2,4,4,4,1991,"woman","","white","",2,5,"",2,29,1,1,1,6,1.57142857142857,3.45454545454545,1,5.5,4,0,0
444,0.746,143.438,144.093,26,NA,NA,NA,NA,2,2,1,1,1,3,4,7,5,0,20,0,0,80,2,1,1,1,1,2,1,1,1,3,1,2,1,1,1,1,2,1,2,1,1,3,2,1,4,5,3,2,1982,"woman","","white","",3,5,"I would like to thank you for allowing me the opportunity to donate a percentage of it to the homeless coalition",1,38,1,4,1,4,2.28571428571429,1.54545454545455,1.1,2.5,3.33333333333333,20,1
445,6.848,9.376,221.991,3,NA,NA,NA,NA,2,1,4,4,5,5,5,5,5,20,20,20,20,20,2,1,1,1,2,1,1,1,2,1,4,1,1,2,1,2,3,1,1,1,2,3,3,3,6,4,4,4,2002,"man","","asian","",2,8,"",1,18,1,3,3,2,4.14285714285714,1.72727272727273,1.3,2.75,4,80,1
446,0,0,174.297,0,NA,NA,NA,NA,2,2,5,3,2,6,3,4,5,0,0,0,0,100,4,1,1,1,2,1,1,1,1,2,1,3,1,1,1,4,4,1,3,1,3,4,4,4,4,4,4,4,1973,"woman","","white","",3,2,"Thank you.",1,47,1,5,4,4,4.28571428571429,2.54545454545455,1,4,4,0,0
450,NA,NA,NA,NA,4.793,132.187,239.092,2,3,1,1,1,1,5,7,6,2,0,0,0,0,100,4,1,3,1,3,1,1,1,4,3,1,4,1,3,1,4,5,1,4,1,4,6,5,6,2,2,2,2,1987,"man","","white","",4,7,"",2,33,1,1,2,6,1.85714285714286,3.72727272727273,1,5.75,2,0,0
451,0.701,168.774,171.156,32,NA,NA,NA,NA,2,2,3,5,4,5,5,5,5,0,100,0,0,0,4,1,3,1,3,1,1,1,3,2,1,3,1,1,1,4,5,1,2,1,3,6,6,6,1,3,3,4,1982,"woman","","white","",4,8,"",1,38,1,3,3,7,4,3,1,6.25,3.33333333333333,100,1
452,NA,NA,NA,NA,0,0,146.67,0,3,1,7,2,1,2,2,6,7,50,50,0,0,0,4,1,4,1,4,1,1,1,4,4,1,2,1,4,1,4,4,1,4,1,4,6,6,6,1,6,6,6,1972,"man","","asian","",5,12,"",2,48,1,6,2,7,3.85714285714286,3.81818181818182,1,6.25,6,100,1
453,NA,NA,NA,NA,3.031,3.031,151.729,1,3,1,1,1,1,5,7,6,2,0,0,0,0,100,4,1,1,1,3,1,1,1,3,1,1,4,1,1,1,2,4,1,3,1,3,6,5,6,2,4,5,5,1985,"woman","","latinx","",3,7,"",2,35,1,1,2,6,1.85714285714286,2.63636363636364,1,5.75,4.66666666666667,0,0
454,NA,NA,NA,NA,0,0,148.607,0,3,1,2,2,2,5,6,7,5,50,50,0,0,0,3,2,1,2,3,1,1,2,2,2,3,4,1,3,1,1,2,1,1,1,2,5,6,4,2,6,4,6,1996,"woman","","white","",4,6,"",2,24,1,2,1,6,2.71428571428571,2.18181818181818,1.5,5.25,5.33333333333333,100,1
455,9.353,130.751,150.33,17,NA,NA,NA,NA,2,2,1,3,2,6,4,6,4,0,0,0,0,100,4,1,2,1,1,2,1,1,1,1,1,5,1,1,1,1,5,2,4,1,4,7,6,6,3,5,5,6,1992,"woman","","latinx","",4,10,"",1,28,1,4,2,5,3.14285714285714,2.63636363636364,1.2,6,5.33333333333333,0,0
456,0,0,207.223,0,NA,NA,NA,NA,2,1,1,2,1,5,6,5,6,0,0,0,0,100,4,1,1,1,3,1,1,1,2,2,2,4,1,1,1,3,4,1,2,1,2,4,4,4,4,2,1,2,1967,"woman","","other","biracial",5,11,"",1,53,1,2,3,4,2.85714285714286,2.54545454545455,1.1,4,1.66666666666667,0,0
457,NA,NA,NA,NA,0,0,269.51,0,3,1,1,1,1,5,6,6,3,25,25,25,25,0,1,1,1,2,1,1,1,1,1,1,2,3,1,1,1,1,4,1,1,1,1,3,1,3,2,2,2,3,1993,"other","non-binary","white","",4,1,"i got depressed halfway through but i don't think it's related",2,27,1,2,2,6,2.14285714285714,1.45454545454545,1.2,3.25,2.33333333333333,100,1
458,NA,NA,NA,NA,25.336,133.301,158.501,18,3,1,2,1,1,5,7,5,4,25,25,25,25,0,4,1,2,1,2,1,1,1,2,1,1,1,1,2,1,2,5,1,1,1,3,4,3,1,4,1,1,1,1995,"woman","","asian","",5,11,"",2,25,1,1,3,4,2.42857142857143,2.27272727272727,1,3,1,100,1
459,NA,NA,NA,NA,19.583,48.586,197.76,5,3,1,3,2,3,3,2,2,2,0,0,0,0,100,2,5,4,2,1,2,3,2,3,1,1,2,4,5,5,5,2,5,1,3,1,1,1,1,7,4,4,4,2000,"man","","asian","",3,1,"",2,20,1,6,6,1,3.57142857142857,2.45454545454545,3.2,1,4,0,0
461,NA,NA,NA,NA,116.587,116.587,143.03,1,3,1,1,1,1,4,6,6,1,25,25,25,25,0,2,1,1,1,2,1,1,1,2,1,1,4,1,1,1,2,5,1,2,1,2,3,3,3,5,1,1,1,1993,"man","","white","",3,6,"",2,27,1,2,2,3,1.71428571428571,2.18181818181818,1,3,1,100,1
462,135.775,135.775,142.462,1,NA,NA,NA,NA,2,2,1,1,1,5,4,5,2,0,50,50,0,0,1,2,1,2,1,1,1,1,1,1,1,3,1,2,2,2,3,2,2,1,2,3,3,3,6,1,1,1,1996,"woman","","other","multiracial",4,4,"",1,24,1,4,3,2,2.42857142857143,1.72727272727273,1.4,2.75,1,100,1
463,0,0,175.155,0,NA,NA,NA,NA,2,2,1,2,2,6,5,6,5,0,50,0,0,50,4,1,1,1,1,2,1,1,2,1,1,4,2,1,1,3,4,1,2,1,2,4,1,1,4,6,5,6,1983,"woman","","white","",4,12,"",1,37,1,3,2,4,3,2.27272727272727,1.2,2.5,5.66666666666667,50,1
465,6.294,135.111,141.525,27,NA,NA,NA,NA,2,1,3,3,4,3,4,5,4,5,5,5,5,80,4,2,3,2,3,1,2,2,3,4,3,3,2,4,2,4,3,2,3,2,4,5,4,5,4,4,3,5,1984,"man","","white","",5,14,"",1,36,1,4,3,4,3.42857142857143,3.45454545454545,2,4.5,4,20,1
467,120.649,131.956,143.188,4,NA,NA,NA,NA,2,2,1,1,2,6,6,6,5,20,0,0,0,80,4,5,4,4,4,3,3,1,4,4,4,3,3,4,4,5,3,4,2,3,4,6,6,7,1,2,2,2,1975,"woman","","white","",3,1,"",1,45,1,2,2,7,2.71428571428571,3.72727272727273,3.4,6.5,2,20,1
468,NA,NA,NA,NA,1.275,141.351,153.82,29,3,1,2,2,1,2,6,6,2,15,50,25,10,0,4,2,3,1,4,2,2,1,4,4,1,4,1,5,2,4,4,1,3,2,4,5,4,4,2,4,3,3,1965,"man","","white","",4,12,"",2,55,1,2,2,6,1.85714285714286,3.90909090909091,1.5,4.75,3.33333333333333,100,1
469,0,0,234.123,0,NA,NA,NA,NA,2,2,3,2,2,6,3,5,5,0,0,0,0,100,4,3,2,1,2,2,1,1,4,3,1,5,1,3,2,5,5,1,4,2,3,6,5,3,5,4,4,4,1992,"man","","other","Native American",3,6,"",1,28,1,5,3,3,3.71428571428571,3.63636363636364,1.5,4.25,4,0,0
470,125.725,161.056,239.505,4,NA,NA,NA,NA,2,1,6,6,2,7,3,2,6,25,25,25,25,0,4,1,4,1,4,1,1,1,4,4,1,4,1,4,1,4,4,1,4,1,4,6,6,6,1,4,4,4,1955,"woman","","black","",4,3,"",1,65,1,5,6,7,5.42857142857143,4,1,6.25,4,100,1
471,NA,NA,NA,NA,436.836,455.533,456.659,3,3,1,6,5,4,6,7,7,5,25,25,20,30,0,5,1,5,1,3,1,1,1,3,4,1,3,1,5,1,3,5,3,5,1,5,5,6,4,2,4,5,4,1979,"man","","white","",4,9,"It was a good survey. Thank you.",2,41,1,1,1,6,4,4.18181818181818,1.2,5.25,4.33333333333333,100,1
472,3.911,142.063,143.701,43,NA,NA,NA,NA,2,2,1,1,1,3,6,7,1,0,0,0,0,100,3,2,1,1,2,1,1,1,2,1,1,1,1,1,2,2,2,1,2,1,1,5,5,3,1,1,1,1,1986,"woman","","white","",5,1,"It’s not possible to be socially liberal and fiscally conservative, those two things are inextricably linked",1,34,1,2,1,7,1.42857142857143,1.63636363636364,1.2,5,1,0,0
473,0,0,189.999,0,NA,NA,NA,NA,2,1,3,3,3,5,5,5,5,0,0,0,0,100,4,1,4,1,4,1,1,1,4,4,1,4,1,4,1,4,4,1,4,1,5,7,7,7,1,4,4,4,1998,"man","","latinx","",4,9,"",1,22,1,3,3,7,3.57142857142857,4.09090909090909,1,7,4,0,0
474,NA,NA,NA,NA,0,0,274.299,0,3,1,1,2,2,4,5,5,3,0,50,0,0,50,2,2,1,1,3,2,1,1,2,2,2,2,1,1,2,3,2,1,2,2,3,4,3,3,4,3,3,3,1978,"woman","","white","",5,11,"na",2,42,1,3,3,4,2.57142857142857,2.09090909090909,1.5,3.5,3,50,1
477,NA,NA,NA,NA,10.216,142.314,168.359,11,3,2,2,2,2,5,5,6,5,0,0,0,100,0,4,1,2,1,3,1,2,1,3,2,1,4,1,2,1,3,3,1,4,2,4,6,4,5,3,4,3,5,1951,"man","","white","",5,11,"Great topic.  Thank you.",2,69,1,3,2,5,3,3.09090909090909,1.2,5,4,100,1
478,0,0,232.442,0,NA,NA,NA,NA,2,2,2,2,5,6,6,6,5,0,80,0,20,0,3,1,2,1,3,1,1,1,3,3,1,4,1,2,1,3,3,1,3,1,4,6,5,4,1,3,3,3,1973,"woman","","latinx","",4,7,"",1,47,1,2,2,7,3.42857142857143,3,1,5.5,3,100,1
479,0,0,228.808,0,NA,NA,NA,NA,2,2,2,3,2,6,6,5,5,0,100,0,0,0,4,3,2,2,3,1,2,3,2,3,3,2,1,2,2,3,2,4,2,3,3,5,5,5,3,6,6,6,1977,"man","","white","",3,5,"None",1,43,1,2,3,5,3.28571428571429,2.54545454545455,2.4,5,6,100,1
480,0,0,150.216,0,NA,NA,NA,NA,2,1,2,3,3,6,6,5,5,0,50,0,50,0,3,2,3,1,2,1,1,1,1,2,1,3,1,3,2,3,3,1,2,1,2,4,3,3,5,2,2,3,1994,"woman","","white","",5,4,"",1,26,1,2,3,3,3.42857142857143,2.45454545454545,1.2,3.25,2.33333333333333,100,1
481,NA,NA,NA,NA,47.068,156.128,286.842,3,3,1,6,2,2,4,7,7,2,26,17,0,57,0,5,1,5,1,4,1,1,1,5,5,1,5,1,5,1,5,5,1,4,1,5,7,7,7,1,1,1,1,1987,"man","","black","",5,9,"",2,33,1,1,1,7,2.57142857142857,4.81818181818182,1,7,1,100,1
482,3.281,151.013,153.225,6,NA,NA,NA,NA,2,1,6,5,5,6,5,5,6,10,25,10,25,30,3,3,2,4,2,3,2,2,1,2,3,3,3,2,4,2,3,3,2,3,2,3,3,4,4,2,3,2,1991,"man","","white","",4,12,"",1,29,1,3,3,4,4.85714285714286,2.18181818181818,3,3.5,2.33333333333333,70,1
483,135.044,297.983,318.256,13,NA,NA,NA,NA,2,3,5,5,2,5,4,4,5,0,100,0,0,0,4,1,3,1,5,1,1,1,3,3,1,4,1,3,1,3,4,1,3,1,3,6,4,5,3,4,4,4,1973,"man","","white","",4,6,"",1,47,1,4,4,5,4.28571428571429,3.45454545454545,1,5,4,100,1
485,NA,NA,NA,NA,0,0,147.954,0,3,1,1,1,2,5,6,6,2,0,0,0,0,100,3,1,1,1,1,3,1,1,2,1,1,4,2,2,1,2,4,1,1,1,4,5,5,5,2,1,1,1,1989,"woman","","white","",3,6,"",2,31,1,2,2,6,2.14285714285714,2.27272727272727,1.3,5.25,1,0,0
487,8.117,281.701,282.976,62,NA,NA,NA,NA,2,1,4,5,4,6,3,5,7,0,0,0,100,0,4,1,3,1,4,1,1,1,4,3,1,5,1,3,1,4,5,1,4,1,2,6,5,6,2,4,4,4,1959,"man","","white","",2,2,"No comments ",1,61,1,5,3,6,4.85714285714286,3.72727272727273,1,5.75,4,100,1
488,143.235,143.235,145.231,1,NA,NA,NA,NA,2,2,5,5,2,6,3,4,6,14,3,27,8,48,3,1,4,1,2,2,1,1,4,2,1,4,4,3,1,4,4,2,3,1,3,5,5,4,4,2,2,2,2001,NA,"","asian","",3,NA,"n/a",1,19,1,5,4,4,4.71428571428571,3.27272727272727,1.5,4.5,2,52,1
489,49.862,49.862,143.071,1,NA,NA,NA,NA,2,2,7,7,1,7,1,1,7,0,0,0,0,100,3,1,3,1,3,1,1,1,4,3,1,3,1,4,1,4,3,1,4,1,4,6,6,6,6,6,6,6,1979,"woman","","asian","",4,9,"",1,41,1,7,7,2,6.14285714285714,3.45454545454545,1,5,6,0,0
490,NA,NA,NA,NA,22.532,598.64,599.503,59,3,1,4,4,1,2,5,5,6,25,25,15,10,25,4,1,3,1,3,2,1,3,3,1,1,3,1,3,1,4,2,1,3,1,4,6,6,5,2,6,5,5,1990,"man","","black","",4,6,"None",2,30,1,3,3,6,3.28571428571429,3,1.3,5.75,5.33333333333333,75,1
491,NA,NA,NA,NA,1.071,135.671,142.074,80,3,1,6,6,2,6,2,5,6,0,50,0,50,0,3,1,1,1,3,1,1,1,1,2,4,3,1,1,1,1,1,1,1,1,1,3,4,3,6,4,4,4,1991,"man","","white","",3,1,"",2,29,1,6,3,2,5,1.63636363636364,1.3,3,4,100,1
492,NA,NA,NA,NA,1.541,305.114,306.329,34,3,1,7,5,6,4,5,6,5,7,37,29,19,8,4,5,5,3,5,4,4,4,5,4,3,3,4,4,4,4,5,3,4,4,4,7,6,6,6,6,5,6,1990,"man","","white","",4,6,"",2,30,1,3,2,2,4.57142857142857,4.27272727272727,3.8,5.25,5.66666666666667,92,1
493,0,0,530.276,0,NA,NA,NA,NA,2,1,5,7,5,6,6,5,6,10,21,25,8,36,5,2,2,1,5,1,1,5,2,5,1,5,2,5,1,5,5,1,5,5,5,7,7,7,7,1,2,2,1985,"man","","white","",4,12,"I feel good for this survey",1,35,1,2,3,1,4.85714285714286,4.45454545454545,2,5.5,1.66666666666667,64,1
494,NA,NA,NA,NA,0,0,177.005,0,3,1,3,3,1,1,7,7,7,0,0,50,50,0,3,1,3,1,3,1,1,1,4,3,1,4,1,5,1,5,5,1,4,1,3,4,4,4,4,7,7,7,1982,"woman","","white","",3,5,"",2,38,1,1,1,4,2.42857142857143,3.81818181818182,1,4,7,100,1
495,NA,NA,NA,NA,475.581,615.474,621.282,5,3,1,6,6,6,6,5,6,6,0,0,0,100,0,5,1,5,1,5,1,1,1,4,5,1,4,1,5,2,5,4,1,4,1,5,7,7,7,2,7,7,7,1985,"man","","white","",4,7,"",2,35,1,3,2,6,5,4.63636363636364,1.1,6.75,7,100,1
496,NA,NA,NA,NA,13.813,621.786,623.674,12,3,1,6,7,7,7,6,6,7,11,13,9,31,36,5,1,5,1,5,1,1,1,5,5,1,5,1,5,1,5,5,3,5,1,5,7,7,7,3,7,7,6,1986,"man","","white","",5,12,"Yes all survey question was well .",2,34,1,2,2,5,5.42857142857143,5,1.2,6.5,6.66666666666667,64,1
497,NA,NA,NA,NA,6.213,218.555,219.129,21,3,1,3,2,3,6,6,6,2,100,0,0,0,0,2,1,2,1,3,1,1,1,2,2,1,3,1,2,1,2,4,1,2,1,4,5,5,4,4,4,2,4,1981,"man","","white","",4,13,"",2,39,1,2,2,4,2.85714285714286,2.54545454545455,1,4.5,3.33333333333333,100,1
498,NA,NA,NA,NA,0,0,435.009,0,3,1,6,4,7,7,5,6,5,14,19,24,25,18,3,4,3,1,2,5,5,2,5,5,5,3,5,4,3,1,2,4,5,3,3,7,7,7,4,7,6,7,1980,"woman","","white","",4,10,"Thanks",2,40,1,3,2,4,4.85714285714286,3.27272727272727,3.7,6.25,6.66666666666667,82,1
499,0,0,179.822,0,NA,NA,NA,NA,2,1,2,2,1,7,6,6,7,20,20,10,10,40,4,1,3,1,4,1,1,1,4,3,2,4,1,4,1,4,4,1,4,1,4,7,7,7,1,2,2,2,1990,"woman","","black","",4,11,"",1,30,1,2,2,7,3.28571428571429,3.81818181818182,1.1,7,2,60,1
500,NA,NA,NA,NA,4.115,123.864,148.295,51,3,1,1,1,2,6,6,7,1,0,0,0,0,100,3,1,1,1,1,1,1,1,1,1,1,3,1,1,1,2,3,3,1,1,1,4,4,2,4,4,2,6,1998,"woman","","white","",4,14,"",2,22,1,2,1,4,2,1.63636363636364,1.2,3.5,4,0,0
