"PID","Q26_First.Click","Q26_Last.Click","Q26_Page.Submit","Q26_Click.Count","Q28_First.Click","Q28_Last.Click","Q28_Page.Submit","Q28_Click.Count","attCheck1","attCheck2","BZSH_1","BZSH_2","BZSH_3","BZSH_4","BZSH_5","BZSH_6","BZSH_7","spend_1","spend_2","spend_3","spend_4","spend_5","PANAS_1","PANAS_2","PANAS_3","PANAS_4","PANAS_5","PANAS_6","PANAS_7","PANAS_8","PANAS_9","PANAS_10","PANAS_11","PANAS_12","PANAS_13","PANAS_14","PANAS_15","PANAS_16","PANAS_17","PANAS_18","PANAS_19","PANAS_20","PANAS_21","ideo_general","ideo_social","ideo_economic","dob","gender","gender_3_TEXT","race","race_5_TEXT","edu","income","reason_charity","reason_keep","feedback","condition","age","passCheck1","passCheck2","BZSH_5R","BZSH_6R","BZSH","PANASpos","PANASneg","ideo","totalDonation","donated"
304,3.117,12.508,102.842,5,NA,NA,NA,NA,2,1,3,5,2,6,4,5,7,0,0,0,0,100,4,2,1,2,1,2,1,1,1,1,2,1,1,1,1,3,4,1,1,1,1,1,1,1,1986,"woman","","white","",3,4,"","I need the money, this is my only source of income sadly.","",1,35,1,0,4,3,4.28571428571429,1.72727272727273,1.4,1,0,0
305,NA,NA,NA,NA,0,0,186.686,0,3,1,1,2,1,7,7,7,1,0,50,0,50,0,5,1,5,1,5,1,1,1,5,5,1,5,1,5,1,5,5,1,5,1,5,7,7,7,1970,"man","","white","",3,1,"Becasue its needed. I am a Christian helping other is what I do. 8)","","Very nice opportunity and a great way to stir the heart , This Survey A+",2,51,1,1,1,1,2,5,1,7,100,1
306,25.765,174.836,176.174,5,NA,NA,NA,NA,2,2,1,1,1,6,5,3,6,0,0,0,0,100,4,1,1,1,3,1,1,1,2,1,1,4,1,2,1,3,4,1,3,1,4,6,6,6,1969,"woman","","white","",3,8,"","I am in need","",1,52,1,1,3,5,3.28571428571429,2.81818181818182,1,6,0,0
307,NA,NA,NA,NA,0,0,181.98,0,3,1,2,2,2,5,6,6,3,20,20,20,40,0,3,1,3,1,4,1,1,1,4,4,1,3,1,4,1,5,4,1,3,1,4,4,3,5,1991,"man","","white","",4,11,"After reading the passage it really did hit home for me and made me realize there are others out there that need help and even if a small amount of money can make a difference then that is all that matters.","","N/A",2,30,1,1,2,2,2.57142857142857,3.72727272727273,1,4,100,1
308,NA,NA,NA,NA,4.198,98.899,101.608,6,3,1,1,2,3,4,6,6,3,50,50,0,0,0,3,1,2,1,2,1,1,1,2,2,1,4,1,3,1,3,4,1,1,1,3,3,1,5,1988,"woman","","asian","",5,14,"$1 makes much more difference to a charity than it does to me","","",2,33,1,1,2,2,2.42857142857143,2.63636363636364,1,3,100,1
309,NA,NA,NA,NA,195.054,237.345,240.431,4,3,1,6,4,6,6,7,7,6,0,0,0,0,100,5,1,4,1,5,1,1,1,4,4,1,4,1,5,1,5,5,1,5,1,5,1,1,1,1978,"man","","white","",5,13,"","","",2,43,1,1,1,1,4.28571428571429,4.63636363636364,1,1,0,0
310,0,0,107.2,0,NA,NA,NA,NA,2,1,2,2,3,6,5,6,5,0,0,0,100,0,4,1,4,2,3,1,2,1,3,5,2,4,1,4,2,4,4,2,4,2,5,5,6,4,2000,"man","","asian","",3,14,"I think that $1 would help the charity I chose a lot more than it would help me.","","",1,21,1,0,3,2,3.28571428571429,4,1.6,5,100,1
311,0,0,101.778,0,NA,NA,NA,NA,2,1,2,2,3,6,6,5,7,0,0,0,0,100,4,1,1,1,2,1,2,1,1,1,1,4,1,1,1,4,4,1,3,1,3,2,2,4,1986,"man","","white","",4,12,"","I donate to other charities","",1,35,1,0,2,3,3.57142857142857,2.54545454545455,1.1,2.66666666666667,0,0
312,NA,NA,NA,NA,0.838,169.62,170.42,8,3,1,1,2,1,5,6,6,3,0,100,0,0,0,3,2,2,1,2,1,1,1,2,1,1,4,1,2,1,2,2,4,2,1,3,1,1,1,1997,"woman","","white","",4,6,"Because this isn’t my main income source and it’s good to give to charity. ","","",2,24,1,1,2,2,2.28571428571429,2.27272727272727,1.4,1,100,1
313,NA,NA,NA,NA,1.208,118.83,120.2,18,3,1,1,2,1,4,7,7,4,0,0,0,0,100,1,1,2,1,1,1,1,1,2,1,1,2,1,2,1,2,5,1,1,1,2,3,3,3,1996,"woman","","white","",5,1,"","Because I lost my job due to COVID and save every cent I can while I finish my doctoral degree. I have a set budget of $50 a month I donate to charities, and I chose those charities based on research and passion towards them. ","",2,25,1,1,1,1,2,1.90909090909091,1,3,0,0
314,90.881,90.881,166.89,1,NA,NA,NA,NA,2,1,7,5,7,6,4,4,7,100,0,0,0,0,3,2,1,1,1,1,1,1,1,3,1,5,1,1,1,1,5,1,3,1,3,1,1,1,2001,"man","","white","",2,1,"It's not enough to make me want money. I feel like it could go towards something that helps people, and not just on an online purchase. ","","",1,20,1,0,4,4,5.71428571428571,2.45454545454545,1.1,1,100,1
316,21.843,119.951,121.096,5,NA,NA,NA,NA,2,2,6,7,6,7,5,4,5,0,100,0,0,0,4,1,5,1,4,1,1,1,5,5,1,5,1,3,1,4,5,1,5,1,5,7,7,7,1990,"man","","white","",2,2,"to help other people out","","",1,31,1,1,3,4,5.42857142857143,4.54545454545455,1,7,100,1
317,NA,NA,NA,NA,76.397,80.923,101.409,2,3,1,1,1,2,5,6,6,2,0,100,0,0,0,4,1,2,1,3,2,1,1,2,2,2,4,1,2,1,3,4,1,4,1,3,5,5,5,1960,"man","","white","",4,6,"I know what it's like to be homeless and I want to help those who suffer.","","",2,61,1,1,2,2,2.14285714285714,3,1.2,5,100,1
318,NA,NA,NA,NA,45.905,197.222,204.052,35,3,1,1,1,1,1,7,7,1,0,100,0,0,0,4,1,1,1,2,1,1,1,3,2,1,4,1,1,1,3,5,1,1,1,3,6,6,6,1947,"man","","white","",2,3,"because the the thing i like most is to help others","","",2,74,1,1,1,1,1,2.63636363636364,1,6,100,1
319,NA,NA,NA,NA,6.437,178.669,179.569,12,3,1,1,1,2,3,6,6,3,100,0,0,0,0,3,1,3,2,3,1,2,1,3,3,2,4,1,3,2,3,4,2,3,2,3,7,7,7,1968,"woman","","white","",4,4,"Because I sympathize with people who have cancer ","","",2,53,1,1,2,2,2,3.18181818181818,1.6,7,100,1
320,2.552,101.984,103.736,35,NA,NA,NA,NA,2,2,5,5,2,6,3,3,5,0,0,0,0,100,3,1,2,1,3,1,2,1,2,4,1,3,3,2,2,4,5,2,2,2,3,3,1,2,1979,"woman","","white","",3,7,"","I'm not familiar with any of those charities","",1,42,1,1,5,5,4.71428571428571,3,1.6,2,0,0
321,3.662,114.077,250.747,12,NA,NA,NA,NA,2,4,5,5,3,4,2,5,4,22,41,6,29,2,2,4,2,3,3,4,3,2,2,3,2,3,3,4,3,4,4,3,2,2,3,4,3,4,2001,"man","","white","",2,3,"i dont know","","",1,20,1,0,6,3,4.28571428571429,2.90909090909091,2.9,3.66666666666667,98,1
322,NA,NA,NA,NA,0,0,101.96,0,3,1,1,2,1,3,6,7,2,25,25,25,25,0,4,1,2,1,4,1,1,1,3,4,1,4,1,4,1,4,4,1,4,1,4,2,2,3,1968,"woman","","white","",3,6,"To do what I can to help others.  ","","",2,53,1,1,2,1,1.71428571428571,3.72727272727273,1,2.33333333333333,100,1
323,NA,NA,NA,NA,0,0,103.024,0,3,1,3,3,3,5,5,5,3,0,0,100,0,0,3,1,1,1,3,1,1,1,1,1,1,3,1,1,1,4,4,1,3,1,1,4,4,4,1993,"man","","white","",4,6,"i liked the charity","","",2,28,1,1,3,3,3.28571428571429,2.27272727272727,1,4,100,1
324,NA,NA,NA,NA,52.303,103.79,104.908,4,3,1,6,1,1,5,6,6,4,0,0,0,0,100,4,1,4,1,2,1,1,1,3,1,1,3,1,2,1,2,3,1,3,1,4,3,2,5,1996,"man","","white","",4,1,"","I could use the money","",2,25,1,1,2,2,3,2.81818181818182,1,3.33333333333333,0,0
325,17.382,122.331,135.54,2,NA,NA,NA,NA,2,1,2,3,2,6,3,4,6,50,0,50,0,0,3,1,2,1,3,1,1,1,2,2,1,2,1,2,2,3,4,1,1,1,3,6,5,6,1989,"woman","","white","",4,10,"I think there were some very worthy causes on the list and I was happy to donate","","none",1,32,1,0,5,4,4,2.45454545454545,1.1,5.66666666666667,100,1
326,19.971,25.667,322.185,2,NA,NA,NA,NA,2,2,6,4,4,6,4,5,5,0,0,0,100,0,3,1,3,1,3,1,1,1,3,3,1,3,1,3,1,3,3,1,3,1,3,3,2,3,1988,"man","","white","",5,4,"Others need it more than me. ","","",1,33,1,1,4,3,4.57142857142857,3,1,2.66666666666667,100,1
327,86.9,132.844,134.419,5,NA,NA,NA,NA,2,1,1,1,1,2,7,5,5,0,0,15,0,85,4,1,2,1,3,1,1,1,3,2,1,3,1,2,1,3,4,1,2,1,3,7,7,7,1973,"woman","","white","",4,6,"I felt like I could afford to give at least a little bit since it was a bonus and didn't come out of my initially understood payment.  Plus, it was a good enough cause (at least compared to some of the others on the list).","","",1,48,1,0,1,3,2,2.81818181818182,1,7,15,1
328,90.788,90.788,105.651,1,NA,NA,NA,NA,2,2,1,1,4,6,5,3,4,0,20,35,30,15,3,2,1,1,3,1,1,1,1,1,1,3,1,1,3,2,3,1,3,1,2,4,4,4,1998,"man","","white","",4,8,"Those people could use the money for something more important than I could","","",1,23,1,1,3,5,3.42857142857143,2.09090909090909,1.3,4,85,1
329,95.81,95.81,105.402,1,NA,NA,NA,NA,2,2,2,3,4,6,4,5,5,0,0,10,0,90,5,1,2,1,2,1,1,1,2,2,1,4,1,3,1,3,4,1,2,1,3,4,3,5,1998,"man","","white","",4,5,"Because my uncle was personally effected by aids ","","Very interesting reading",1,23,1,1,4,3,3.85714285714286,2.90909090909091,1,4,10,1
330,0,0,103.381,0,NA,NA,NA,NA,2,2,3,4,2,3,4,4,3,0,0,0,0,100,2,4,1,2,1,3,1,1,1,1,2,2,3,1,1,2,4,3,1,1,1,1,1,1,1993,"man","","white","",2,8,"","My current economic situation. Every dollar counts. ","",1,28,1,1,4,4,3.28571428571429,1.54545454545455,2.1,1,0,0
332,NA,NA,NA,NA,0,0,245.953,0,3,1,2,4,2,2,6,6,2,20,20,20,20,20,3,1,2,1,3,1,1,1,3,3,1,3,1,3,1,3,3,1,3,1,3,4,3,5,1980,"woman","","white","",3,3,"It's the right thing to do","","n/a",2,41,1,1,2,2,2.28571428571429,2.90909090909091,1,4,80,1
333,NA,NA,NA,NA,91.181,168.488,169.569,10,3,1,4,5,1,4,4,7,5,20,20,20,25,15,4,1,4,1,4,1,1,1,5,4,1,5,1,4,1,5,5,1,5,1,4,2,2,2,1982,"woman","","black","",4,10,"Because it is charity","","",2,39,1,1,4,1,3.42857142857143,4.45454545454545,1,2,85,1
334,NA,NA,NA,NA,0,0,446.172,0,3,1,2,3,5,5,6,6,3,20,20,20,20,20,4,2,4,2,5,1,1,2,4,4,1,2,1,5,2,4,3,1,5,2,5,2,2,2,1990,"woman","","white","",5,5,"It is my moral responsibility.","","",2,31,1,1,2,2,3.14285714285714,4.09090909090909,1.5,2,80,1
335,0,0,532.175,0,NA,NA,NA,NA,2,2,7,5,6,7,5,5,5,50,0,50,0,0,2,1,1,1,4,1,1,1,1,2,2,3,1,1,1,3,4,1,4,1,3,7,7,7,1980,"woman","","other","Slavic",5,6,"just because ","","I do not associate myself  and I do not identify my self with the political groups.  I chose conservative as it opposes liberal bolshevism ",1,41,1,1,3,3,5.14285714285714,2.54545454545455,1.1,7,100,1
338,NA,NA,NA,NA,217.582,217.582,246.706,1,3,1,1,1,1,1,6,5,5,25,25,25,25,0,3,1,2,1,3,1,1,1,2,2,1,2,1,2,1,3,5,1,3,1,3,3,3,3,1983,"man","","latinx","",3,11,"Those charites could use it more then me","","",2,38,1,1,2,3,2,2.72727272727273,1,3,100,1
339,NA,NA,NA,NA,0,0,101.348,0,3,1,1,2,2,5,7,7,4,0,50,0,0,50,5,1,3,1,3,1,1,1,1,2,1,4,1,5,1,5,4,2,3,1,5,1,1,1,2001,"man","","white","",2,3,"It wasn't going to negatively affect me in any way, so it didn't hurt to give some of it to charity. ","","",2,20,1,1,1,1,2.28571428571429,3.63636363636364,1.1,1,50,1
340,7.543,21.533,107.214,3,NA,NA,NA,NA,2,1,3,4,5,3,4,4,5,20,20,20,20,20,3,2,3,2,4,1,2,2,4,3,2,2,2,4,2,3,4,1,4,2,4,5,5,5,1996,"man","","white","",4,6,"I don't know","","",1,25,1,0,4,4,4,3.45454545454545,1.8,5,80,1
341,0,0,269.557,0,NA,NA,NA,NA,2,2,2,2,1,5,4,6,3,0,0,0,0,100,4,1,1,1,4,1,1,1,4,4,1,4,1,1,1,4,4,1,4,1,4,3,3,5,1973,"woman","","white","",3,5,"","I do not trust charities.  I would rather hand someone in need a dollar.  ","No issues, thanks.",1,48,1,1,4,2,2.71428571428571,3.45454545454545,1,3.66666666666667,0,0
342,NA,NA,NA,NA,0,0,110.768,0,3,1,5,4,3,6,5,5,6,0,100,0,0,0,4,1,2,1,3,1,1,1,2,2,1,4,1,2,1,4,5,1,3,1,2,1,1,1,1999,"woman","","white","",4,8,"I believe that the homeless community is severely mistreated and overlooked, especially during this time. ","","",2,22,1,1,3,3,4.28571428571429,3,1,1,100,1
343,0,0,138.688,0,NA,NA,NA,NA,2,1,4,5,1,7,4,6,7,100,0,0,0,0,4,1,4,1,4,1,1,1,4,4,1,4,1,4,1,5,4,1,4,1,4,5,5,7,1991,"man","","latinx","",4,4,"They need it more than I do","","",1,30,1,0,4,2,4.28571428571429,4.09090909090909,1,5.66666666666667,100,1
344,NA,NA,NA,NA,18.304,48.143,149.417,11,3,1,4,3,2,5,5,5,4,0,0,0,100,0,2,2,2,1,2,1,1,1,2,1,1,2,1,1,2,2,2,2,2,1,2,3,2,3,1997,"woman","","asian","",4,4,"Since this is money not earned through a job, I am very willing to donate a portion of it","","",2,24,1,1,3,3,3.42857142857143,1.81818181818182,1.3,2.66666666666667,100,1
345,NA,NA,NA,NA,147.665,147.665,148.09,1,3,1,1,2,1,4,5,5,2,0,0,0,0,100,3,5,1,3,1,1,1,1,1,1,1,3,1,1,3,1,4,1,2,1,1,5,5,5,1972,"woman","","white","",3,2,"","I barely get through the week financially and have to borrow money or beg for some to survive. I need the bonus as much as the charities do. ","",2,49,1,1,3,3,2.28571428571429,1.72727272727273,1.8,5,0,0
346,0,0,104.15,0,NA,NA,NA,NA,2,2,5,2,2,6,5,6,5,0,0,0,0,100,3,1,3,3,3,2,1,1,2,1,1,4,3,3,2,1,4,1,1,1,4,2,1,2,2000,"woman","","white","",3,1,"","I am doing surveys to earn money, not donate","n/a",1,21,1,1,3,2,3.57142857142857,2.63636363636364,1.6,1.66666666666667,0,0
347,NA,NA,NA,NA,18.898,100.319,121.395,5,3,1,1,3,2,6,6,6,4,0,50,0,0,50,3,1,1,1,3,1,1,1,1,2,1,1,1,1,1,1,4,1,3,1,3,2,2,2,2000,"woman","","latinx","",4,4,"I felt obligated to","","",2,21,1,1,2,2,2.85714285714286,2.09090909090909,1,2,50,1
348,NA,NA,NA,NA,0,0,160.091,0,3,1,2,2,2,5,6,6,5,60,40,0,0,0,4,1,4,1,4,1,1,1,5,5,1,4,1,4,2,3,4,1,4,1,4,3,3,4,1982,"man","","white","",5,13,"It was already money I didn't have or expect.  I think that makes it easier to give a portion if it isn't something you already possess.","","",2,39,1,1,2,2,2.85714285714286,4.09090909090909,1.1,3.33333333333333,100,1
350,48.858,48.858,101.266,1,NA,NA,NA,NA,2,2,2,2,1,6,6,6,4,0,0,0,0,100,1,2,1,1,2,1,1,1,2,2,2,4,1,2,2,2,4,1,2,1,2,1,1,1,1997,"woman","","white","",4,3,"","I use Prolific because I need to financially. One dollar does make a big difference to me.","",1,24,1,1,2,2,2.71428571428571,2.18181818181818,1.3,1,0,0
352,NA,NA,NA,NA,2.427,131.015,132.369,12,3,1,3,1,7,4,6,7,4,0,0,0,0,100,4,1,2,1,3,3,2,1,3,3,1,4,3,2,1,5,5,1,2,2,4,1,1,1,1996,"man","","white","",3,3,"","Because I'm broke and have bills to pay, I also don't know about all of the charities. A ton of charities skim A lot of the money donated to them off the top.","",2,25,1,1,2,1,3.14285714285714,3.36363636363636,1.6,1,0,0
353,0,0,164.33,0,NA,NA,NA,NA,2,2,5,1,1,7,5,4,7,0,0,0,0,100,5,1,4,1,3,1,2,1,4,3,1,5,1,4,2,5,5,1,1,2,4,2,2,2,1989,"woman","","white","",4,12,"","I felt like $1 would not make a difference. I was going to split 25 cents to each charity to make it fair, but then it felt even less significant.","",1,32,1,1,3,4,4,3.90909090909091,1.3,2,0,0
354,34.308,167.201,168.227,9,NA,NA,NA,NA,2,1,5,3,2,7,5,5,7,0,100,0,0,0,2,4,1,3,3,1,4,1,1,2,5,4,2,3,3,3,3,4,1,4,2,3,5,5,1969,"woman","","white","",3,3,"It is a good cause and makes me feel good to help others less fortunate than me.","","",1,52,1,0,3,3,4.28571428571429,2.27272727272727,3.1,4.33333333333333,100,1
355,NA,NA,NA,NA,17.817,179.512,199.136,18,3,1,2,3,3,7,3,4,5,0,0,0,0,100,3,1,2,1,1,3,1,1,1,2,2,2,2,1,1,1,4,3,1,1,3,4,3,2,1973,"woman","","asian","",3,7,"","I wanted the bonus","",2,48,1,1,5,4,4.14285714285714,1.90909090909091,1.6,3,0,0
356,32.278,40.039,277.961,2,NA,NA,NA,NA,2,1,6,5,5,6,6,5,7,13,20,8,9,50,4,2,4,1,4,1,1,3,5,5,2,3,1,5,2,4,4,2,5,1,5,2,1,3,1980,"woman","","white","",5,12,"I wanted to help who are helpless. That's why I decided to give bonus to charity","","This study was easy to understand and I enjoy it.",1,41,1,0,2,3,4.85714285714286,4.36363636363636,1.6,2,50,1
357,0,0,110.777,0,NA,NA,NA,NA,2,2,7,7,5,7,5,5,7,0,0,0,0,100,3,1,3,1,1,1,1,1,3,2,1,1,1,4,1,3,3,1,3,1,3,3,3,3,1989,"woman","","white","",2,2,"","i am very broke right now","",1,32,1,1,3,3,5.57142857142857,2.63636363636364,1,3,0,0
359,16.154,168.589,174.328,8,NA,NA,NA,NA,2,1,2,2,2,5,4,4,5,0,100,0,0,0,3,1,3,1,3,1,1,1,3,3,1,3,1,3,1,3,4,1,1,1,3,6,6,6,1955,"woman","","white","",2,3,"I like helping","","",1,66,1,0,4,4,3.42857142857143,2.90909090909091,1,6,100,1
361,NA,NA,NA,NA,7.115,104.444,106.146,11,3,1,1,2,2,5,6,7,2,0,0,0,0,100,3,1,2,1,4,1,1,1,4,4,2,4,1,4,2,4,5,1,3,2,4,6,5,7,1975,"man","","white","",4,12,"","I vet many charities on my own and give to them","",2,46,1,1,2,1,2.14285714285714,3.72727272727273,1.3,6,0,0
362,1.442,188.947,189.831,13,NA,NA,NA,NA,2,2,1,1,2,2,7,7,1,0,0,0,0,100,5,1,5,1,5,1,1,1,5,1,1,5,1,5,1,5,5,1,5,1,5,3,3,3,1990,"woman","","black","",4,11,"","Most of the money for large nonprofit charities actually goes to paying the CEO or board of directors and not the actual cause that they claim. I know this for a fact - its kind of sad, but why is the CEO of Feeding America getting paid millions of dollars of DONATED money? And there are still a ton of hungry children out there...","No comment.",1,31,1,1,1,1,1.28571428571429,4.63636363636364,1,3,0,0
364,NA,NA,NA,NA,21.752,103.618,137.939,2,3,1,2,2,2,5,5,6,4,100,0,0,0,0,4,1,3,1,3,1,1,1,4,4,1,4,1,2,1,4,4,2,1,1,4,2,1,2,1994,"woman","","white","",5,2,"It aligned with my beliefs","","N/A",2,27,1,1,3,2,2.85714285714286,3.36363636363636,1.1,1.66666666666667,100,1
365,NA,NA,NA,NA,0,0,115.533,0,3,1,1,1,2,2,7,7,1,0,50,0,50,0,3,1,3,1,4,1,1,1,3,3,1,4,1,4,2,5,5,1,4,1,4,2,1,3,1954,"man","","white","",5,10,"That's what I do with all my Prolific earnings, because I can.","","",2,67,1,1,1,1,1.28571428571429,3.81818181818182,1.1,2,100,1
366,NA,NA,NA,NA,58.079,97.662,111.977,4,3,1,1,1,1,4,5,6,1,50,0,0,50,0,2,1,3,1,3,1,1,1,3,3,1,2,1,2,1,3,3,1,3,1,4,6,6,6,1999,"man","","white","",3,8,"I wasn't expecting to receive a bonus so donating it was no problem. Plus I'm hoping that it can do a little good.","","",2,22,1,1,3,2,1.85714285714286,2.81818181818182,1,6,100,1
367,18.084,94.629,103.106,8,NA,NA,NA,NA,2,1,5,4,5,5,5,5,4,20,20,20,20,20,5,1,5,1,4,1,1,1,5,3,1,1,1,5,1,5,5,1,5,1,5,1,1,1,1990,"man","","white","",5,9,"because i felt they needed it more","","",1,31,1,0,3,3,4.14285714285714,4.36363636363636,1,1,80,1
368,NA,NA,NA,NA,7.989,276.908,280.227,7,3,1,1,2,1,2,7,7,1,25,25,50,0,0,5,1,5,1,4,1,1,1,4,4,1,5,1,5,1,5,5,1,4,1,4,2,2,2,1964,"woman","","asian","",4,11,"To help those in need because it's the right thing to do.","","",2,57,1,1,1,1,1.28571428571429,4.54545454545455,1,2,100,1
369,3.251,135.411,136.097,3,NA,NA,NA,NA,2,2,2,6,1,7,1,3,6,10,10,10,10,60,2,1,2,1,1,1,1,1,2,2,2,4,1,1,1,1,5,2,1,1,3,1,1,3,1998,"man","","white","",4,8,"I like to contribute to charities myself for the added benefit of a tax deduction, but I also feel more comfortable giving away the researchers money than my own.","","This was a well-done survey. Thanks!",1,23,1,1,7,5,4.85714285714286,2.18181818181818,1.2,1.66666666666667,40,1
370,NA,NA,NA,NA,66.051,66.051,119.245,1,3,1,1,2,2,5,7,6,2,25,25,25,25,0,4,1,3,1,4,1,1,1,3,2,2,2,1,3,2,2,4,3,4,1,4,3,2,3,2000,"man","","asian","",3,9,"Because someone else needs it more than I do","","",2,21,1,1,1,2,2.14285714285714,3.18181818181818,1.4,2.66666666666667,100,1
371,NA,NA,NA,NA,15.414,125.283,127.474,15,3,1,1,2,2,6,6,7,2,0,100,0,0,0,4,1,3,1,3,1,1,1,4,3,2,4,1,4,1,4,4,1,3,1,4,3,2,2,1964,"woman","","white","",3,5,"I decided to give all my bonus to charity as someone else could use the money more than me.","","N/A thank you!",2,57,1,1,2,1,2.28571428571429,3.63636363636364,1.1,2.33333333333333,100,1
372,69.559,85.255,101.3,2,NA,NA,NA,NA,2,2,2,2,2,7,3,4,6,0,4,0,0,96,3,4,1,2,2,1,1,2,1,1,4,4,1,2,1,1,5,1,3,1,1,2,1,3,1993,"other","Genderfluid","white","",4,5,"Homelessness is a cause I can get behind and understand where the money is going","","Helping others improves short term happiness but destroys you long term. I know this firsthand. ",1,28,1,1,5,4,4,2.18181818181818,1.8,2,4,1
373,22.728,41.98,140.406,2,NA,NA,NA,NA,2,1,3,3,2,6,5,5,5,36,19,20,7,18,4,2,3,2,4,2,2,1,4,3,2,4,2,3,3,4,3,2,4,2,3,2,2,2,1996,"man","","white","",4,3,"It's bonus money that I wasn't expecting, I should use it to help someone","","none",1,25,1,0,3,3,3.57142857142857,3.54545454545455,2,2,82,1
374,12.082,92.216,102.003,3,NA,NA,NA,NA,2,2,3,2,1,6,4,3,5,0,12,0,0,88,1,2,1,2,1,2,1,1,1,1,1,5,1,1,1,1,4,1,1,1,1,2,2,2,1984,"woman","","white","",4,8,"I wanted to help out a little bit, but I usually give most of any bonus to charity so I wanted to treat myself today as a pick me up.","","",1,37,1,1,4,5,3.71428571428571,1.63636363636364,1.3,2,12,1
375,0.731,164.071,168.935,10,NA,NA,NA,NA,2,1,6,5,5,7,3,3,5,0,25,35,0,40,3,2,3,3,3,2,1,1,4,4,2,4,1,3,3,2,4,2,4,1,4,5,5,3,2000,"man","","white","",3,4,"The amount of money i gave to charity is not much for me but it can help other people","","",1,21,1,0,5,5,5.42857142857143,3.45454545454545,1.8,4.33333333333333,60,1
377,NA,NA,NA,NA,0,0,379.522,0,3,1,1,3,1,6,7,7,4,20,25,20,35,0,4,1,2,1,4,1,1,1,3,3,2,3,1,2,1,4,3,1,3,1,3,2,2,2,1975,"woman","","white","",4,8,"I do not need it, someone else might benefit more from it.","","None",2,46,1,1,1,1,2.42857142857143,3.09090909090909,1.1,2,100,1
378,NA,NA,NA,NA,1.487,3.709,129.983,8,3,1,2,2,2,3,5,6,3,0,0,100,0,0,2,1,3,1,3,3,1,1,3,3,1,2,2,4,2,3,4,2,2,2,4,2,2,2,2001,"woman","","white","",3,12,"Because I felt like it was the right thing to do","","",2,20,1,1,3,2,2.42857142857143,3,1.6,2,100,1
379,NA,NA,NA,NA,0,0,145.555,0,3,1,1,3,2,3,6,6,3,10,0,10,0,80,3,1,1,1,2,2,1,1,2,2,1,3,2,2,1,1,3,1,2,1,1,1,1,1,1978,"woman","","black","",5,12,"The causes were important to me.","","",2,43,1,1,2,2,2.28571428571429,2,1.2,1,20,1
380,NA,NA,NA,NA,59.574,101.062,102.334,5,3,1,2,2,5,5,5,5,3,5,5,5,5,80,3,2,2,3,2,3,1,1,3,2,2,4,3,1,2,1,5,1,4,2,3,3,3,3,1989,"man","","white","",4,2,"part","","",2,32,1,1,3,3,3.28571428571429,2.72727272727273,2,3,20,1
381,NA,NA,NA,NA,0,0,147.031,0,3,1,2,3,2,2,6,6,2,25,50,0,25,0,3,3,3,3,3,2,4,1,3,2,2,4,2,2,4,4,3,4,3,4,3,5,5,5,1970,"woman","","white","",4,11,"They were worthy causes.","","",2,51,1,1,2,2,2.14285714285714,3,2.9,5,100,1
382,0,0,154.69,0,NA,NA,NA,NA,2,1,5,2,2,5,4,4,4,25,10,25,10,30,4,1,4,1,4,1,1,1,4,4,1,4,1,4,1,4,4,1,4,1,4,4,4,4,1995,"man","","latinx","",3,3,"It felt like the right thing to do.","","",1,26,1,0,4,4,3.71428571428571,4,1,4,70,1
383,NA,NA,NA,NA,22.345,22.345,112.204,1,3,1,4,5,3,5,5,6,4,3,11,3,3,80,3,1,1,1,3,1,1,1,2,1,1,2,1,3,1,2,3,1,2,1,2,6,5,6,1990,"woman","","white","",1,3,"just because it for good cause","","",2,31,1,1,3,2,3.71428571428571,2.18181818181818,1,5.66666666666667,20,1
384,NA,NA,NA,NA,13.949,109.086,111.355,27,3,1,1,1,1,6,7,7,2,20,20,20,20,20,2,1,1,1,1,1,1,1,1,1,1,3,1,3,2,2,3,1,1,1,2,1,1,1,1998,"man","","white","",4,9,"Because other people could use it more than me and 1 dollar goes a lot farther in the hands of people who know what they're doing than in my own hands","","",2,23,1,1,1,1,1.85714285714286,1.81818181818182,1.1,1,80,1
385,NA,NA,NA,NA,5.106,140.401,143.393,41,3,1,5,5,2,2,6,7,4,10,11,11,9,59,3,2,4,1,4,1,1,3,2,2,1,3,4,5,2,5,3,3,4,1,3,1,1,1,1988,"man","","white","",4,4,"That is my way of giving back to the society","","Interesting",2,33,1,1,2,1,3,3.45454545454545,1.9,1,41,1
386,21.039,85.665,101.863,4,NA,NA,NA,NA,2,2,1,1,1,1,7,6,1,0,0,0,0,100,3,1,2,1,3,1,1,1,2,3,1,3,1,1,1,2,3,1,3,1,3,1,1,1,1995,"man","","white","",5,2,"","I prefer to donate to charity myself instead of relying on others. I also felt a dollar spread out didn't mean much.","",1,26,1,1,1,2,1.14285714285714,2.54545454545455,1,1,0,0
387,NA,NA,NA,NA,0,0,103.974,0,3,1,1,3,1,2,6,6,2,25,20,15,20,20,4,1,3,1,3,1,1,1,4,5,1,1,1,4,1,5,4,2,4,1,4,1,1,1,2000,"woman","","asian","",3,3,"I think the charity that is recommended here is a good and accredited one. I definitely don't like to donate to big charity with shady finances report and scandals.","","",2,21,1,1,2,2,1.85714285714286,3.72727272727273,1.1,1,80,1
